livsmedel,calorie,protein,carb,fat
Sportdryck drickf.,29,0.0,7.2,0.0
Saft sötningsm. drickf.,9,0.0,2.2,0.0
Hallonsaft drickf.,37,0.0,9.0,0.0
Svartvinbärssaft drickf. berikad,32,0.0,8.0,0.0
Lingondricka drickf. berikad,28,0.0,7.0,0.0
Äppeldricka drickf. berikad,32,0.0,7.9,0.0
Saft sötningsm. drickf. berikad,17,0.0,4.2,0.0
Glass isglass,95,0.1,23.2,0.0
Glass sorbet,132,0.8,30.5,0.6
Glass isglass saftis,97,0.0,20.5,1.5
Chokladdryck m. vatten,47,3.1,7.6,0.3
Chokladdryck drickf.,68,3.5,9.8,1.5
Mjölkchoklad m. hackade hasselnötter,545,8.7,55.6,31.8
Mjölkchoklad fylld m. mandelkrokant,539,4.1,60.1,31.1
Mjölkchoklad m. mjuk kolafyllning,484,4.5,62.6,23.4
Kex m. mjölkchokladöverdrag,521,6.1,58.7,28.6
Kex m. kola mjölkchokladöverdrag,494,5.0,64.1,23.6
Mjuk nougat m. kolasås jordnötter mjölkchokladöverdrag,507,7.6,54.4,28.2
Mjuk chokladmaräng m. kola mjölkchokladöverdrag,442,4.2,70.7,15.3
Choklad chokladpraliner,547,7.4,53.7,33.7
Chokladpralin,540,6.6,53.3,33.5
Mjuk kokos m. mjölkchokladöverdrag,478,3.6,56.1,25.7
Nötkräm chokladkräm,542,5.5,55.4,32.5
Choklad sötningsm.,577,10.0,46.9,39.0
Gelékgodis,350,4.7,81.3,0.0
Karameller,395,0.0,97.2,0.0
Kola,456,4.1,68.9,18.0
Marmeladkonfekt,336,0.0,82.6,0.0
Skumgodis,350,4.7,81.3,0.0
Polkagris,399,0.0,98.1,0.0
Tuggummi,378,0.4,92.7,0.0
Klubba chokladkola karamell,436,2.5,80.6,11.1
Chokladkola mörk m. chokladöverdrag,470,4.3,71.7,18.2
Kex rån m. chokladfyllning,500,9.7,58.5,24.6
Fruktkola,394,0.7,96.3,0.0
Skumboll m. chokladöverdrag kokos,412,5.0,52.6,20.0
Skumboll m. chokladöverdrag,396,5.0,59.6,15.0
Bar energibar m. choklad nötter,419,7.1,69.6,11.2
Karameller sockerfria,169,6.1,5.6,0.5
Tuggummi sockerfritt,153,0.6,86.1,0.0
Mandelmassa,460,9.9,51.5,23.0
Kakaopulver fett 20-22%,394,23.5,10.6,21.5
"Chokladdryckspulver m. socker fett 2,5%",402,5.1,87.7,2.9
Chokladboll hemlagad,450,3.5,52.4,24.5
Måltidsersättning pulver chokladsmak berikad,376,35.0,32.6,9.0
Socker,405,0.0,99.6,0.0
Brun farin,388,0.0,95.5,0.0
Ljus sirap,323,0.0,79.6,0.0
Honung,332,0.3,81.5,0.0
Druvsocker,370,0.0,91.1,0.0
Fruktsocker,373,0.0,91.7,0.0
Sorbitol m. sackarin,235,0.0,98.5,0.0
"Svagdricka vol. % 2,3",29,0.2,3.8,0.0
"Öl lättöl vol. % 2,3",29,0.2,3.8,0.0
"Öl pilsner folköl vol. % 3,5",40,0.4,4.6,0.0
Cider vol. % 1,47,0.0,10.1,0.0
Vin vitt vol. % 1,17,0.0,2.8,0.0
Vin rött el. rosé vol. % 1,17,0.0,2.8,0.0
"Öl starköl el. exportöl vol. % 5,4",42,0.0,3.0,0.0
Vin rött vol. % 14,79,0.0,1.0,0.0
Vin vitt vol. % 12,70,0.0,1.0,0.0
Vin vitt el. rhenvin vol. % 10,71,0.1,3.8,0.0
Glögg vin vol. % 10,124,0.0,17.0,0.0
Starkvin vol. % 18 typ Madeira,129,0.0,7.9,0.0
Starkvin vitt rött vol. % 20 typ Portvin,150,0.0,9.5,0.0
Starkvin halvtorr vol. % 17 typ Sherry,125,0.0,3.4,0.0
Glögg starkvin vol. % 16,179,0.0,22.3,0.0
Brännvin renat el. vodka vol. % 40,222,0.0,0.0,0.0
Likör söt vol. % 24,266,0.0,33.0,0.0
Likör Kaptenlöjtnant vol. % 38,321,0.0,27.0,0.0
Konjak el. brandy vol. % 40,225,0.0,0.8,0.0
Punsch vol. % 26,244,0.0,26.0,0.0
Rom vol. % 40,223,0.0,0.3,0.0
Brännvin kryddat vol. % 40 ,226,0.0,1.1,0.0
Gin vol. % 40,222,0.0,0.0,0.0
Whisky vol. % 40,222,0.0,0.0,0.0
Likör mindre söt vol. % 24,232,0.0,24.7,0.0
Kaffedrink Irish coffee m.whiskey vispad grädde,80,0.1,4.2,2.7
Bovetemjöl,361,13.5,65.1,3.6
Havremust pulver,361,14.0,54.4,7.2
Kornmjöl fullkorn,341,9.2,64.7,3.0
Majsmjöl gult u. groddar,354,6.0,71.5,3.4
Rågmjöl fullkorn,325,8.1,59.3,1.7
Vetemjöl fullkorn grahamsmjöl,336,10.7,61.0,2.0
Vetediet berikad,388,19.0,53.5,8.5
Vetemjöl bagerivetemjöl,348,10.6,70.2,1.6
Vetemjöl,352,8.5,72.4,1.9
Majsstärkelse,362,0.0,87.5,0.7
Potatismjöl,346,0.0,84.3,0.4
Samarinpulver,0,0.0,0.0,0.0
Samarin drickf.,0,0.0,0.0,0.0
Vatten sodavatten,0,0.0,0.0,0.0
Vatten vichyvatten,0,0.0,0.0,0.0
Vatten mineralvatten,0,0.0,0.0,0.0
Vatten kranvatten,0,0.0,0.0,0.0
Snabbkaffe pulver,305,22.5,38.6,0.9
Snabbkaffe drickf.,2,0.1,0.4,0.0
Kaffe bryggt,2,0.0,0.5,0.0
Kaffe espresso bryggt drickf.,9,0.1,1.7,0.2
Snabbkaffe koffeinfritt drickf.,2,0.2,0.3,0.0
Tepulver,309,11.7,61.8,0.4
Te bryggt,0,0.0,0.0,0.0
Örtte drickf.,1,0.0,0.3,0.0
Nyponte drickf. m. svarta vinbär,3,0.0,0.7,0.0
Ättiksprit ättiksyra 12%,49,0.0,12.0,0.0
Vinäger ättiksyra 7%,30,0.4,7.0,0.0
Äppelcidervinäger ättiksyra 7%,30,0.4,7.0,0.0
Chilisås tomat,81,1.5,16.7,0.5
Ketchup,91,1.0,18.5,0.5
Engelsk brown sauce HP-sås,107,1.1,25.2,0.0
Grillsås,100,1.5,8.0,6.9
Senap svensk,173,4.5,23.1,6.8
Senap fransk,93,6.0,5.3,5.0
Sötsur sås,96,0.2,23.3,0.0
Salt m. jod,0,0.0,0.0,0.0
Salt mineralsalt,0,0.0,0.0,0.0
Salt havssalt u. jod,0,0.0,0.0,0.0
Salt örtsalt,18,0.9,2.7,0.1
Jäst färsk,110,12.1,14.1,0.4
Jäst torkad,360,37.0,48.1,1.6
Bakpulver,174,0.1,42.4,0.0
Béchamelsås m. lättmjölk grädde,108,4.3,8.2,6.4
Ljus sås m. mjölk,109,4.7,9.3,5.8
Ljus sås m. buljong grädde,101,1.3,4.9,8.5
Béchamelsås,122,4.3,8.2,8.0
Gratängsås u. ost hemlagad,121,3.9,6.5,8.8
Ljus sås m. grädde,105,1.3,4.9,9.0
Ostsås,154,7.3,7.4,10.6
Ostsås m. ädelost,161,7.7,6.9,11.5
Ostsås till moussaka,131,8.7,7.4,7.4
Brunsås m. mjölk,139,4.5,11.9,8.1
Sky,29,1.2,0.0,2.7
Brunsås m. buljong grädde,110,1.3,7.3,8.5
Brunsås m. buljong,93,1.1,7.5,6.5
Currysås hemlagad,99,1.4,4.6,8.4
Brunsås m. kaffegrädde,98,1.3,7.4,7.1
Korintsås,70,0.8,9.6,3.0
Brunsås tillagad pulver m. mjölk vatten,56,2.2,7.1,2.0
Gräddsås tillagad pulver m. mjölk vatten smör,117,2.7,7.6,8.4
Tomatsås kryddstark,53,1.0,5.9,2.6
Dillsås,106,1.4,7.5,7.8
Äggsås m. persilja,109,3.5,4.0,8.9
Pesto hemlagad,542,11.6,1.2,54.5
Pesto m. basilika pinjenötter cashewnötter,581,4.2,12.6,57.1
Dippmix pulver olika smaker,307,11.4,59.3,1.1
Sweet chilisås,207,0.8,43.4,2.9
Pastasås m. tomat örtkryddor,106,1.9,13.1,4.4
Pastasås olika märken,51,1.6,5.3,2.1
Sötsur sås m. grönsaker konserv.,107,0.4,20.1,2.5
Orientalisk sås m. grönsaker konserv.,90,1.1,10.1,4.8
Teriyakisås,110,3.2,22.2,0.8
Frukostflingor müsli fullkorn m. frukt,374,8.2,69.9,4.5
Frukostflingor müsli fullkorn m. bär,366,8.6,68.9,3.5
Frukostflingor müsli fullkorn m. socker m. frukt nötter,455,9.9,61.2,17.1
Frukostflingor crunchy fullkorn m. socker m. russin kokos,450,7.0,65.5,16.3
Frukostflingor crunchy naturell m. socker m. kokos,461,7.4,64.8,17.7
Frukostflingor müsli fullkorn m. socker m. frukt kokos,412,6.5,67.6,10.9
Frukostflingor müsli fullkorn m. socker m. frukt bär,466,7.4,64.4,18.4
Frukostflingor müsli flingblandning fullkorn m. frukt nötter  ,378,9.4,66.1,6.1
Frukostflingor müsli fullkorn m. frukt banan,381,8.2,65.2,7.0
Surimi fisk,105,0.8,23.5,0.7
Matlagningsbas fett 15%,155,2.0,3.0,15.3
Matlagningsbas fett 7%,89,1.1,5.4,7.1
Vispgrädde ersättningsprod. mjölk olja fett 20%,206,2.8,5.0,19.7
Kaffegrädde ersättningsprod. mjölk olja fett 10%,118,3.0,4.4,9.9
Vaniljvisp fett 12%,202,4.4,19.1,12.1
Crème fraiche smaksatt fett 13%,156,2.9,6.7,13.2
Crème fraiche smaksatt fett 28%,275,2.0,4.4,28.1
Mini fraiche fett 5%,84,3.8,5.7,5.2
Mjukost smältost fett 13% typ grevé,186,14.3,3.4,13.0
"Filmjölk naturell fett 4,2%",68,3.5,4.2,4.1
"Fruktyoghurt olika smaker fett 3,6%",91,3.0,11.5,3.7
Vit choklad,547,5.1,61.6,31.2
Mörk choklad kakao ≥ 70%,572,9.7,50.7,37.0
Mörk choklad kakao < 70%,536,6.3,63.1,28.8
Bakchoklad mörk,556,5.6,59.8,32.8
Mjölkchoklad,535,5.2,58.1,30.8
Kebabkött frysvara,248,14.3,6.2,18.6
Ris avorio okokt,358,6.7,78.1,1.3
Lök rostad ,607,6.4,35.0,48.5
"Glass glasspinne m. frukt  mjölk fett 5,5%",166,3.3,25.5,5.6
Glass glasspinne fett 10%,199,4.1,22.6,10.2
Bar m. fiber havre vete naturell,446,6.9,49.9,20.8
Knäckemacka vete olika fyllningar,487,11.7,52.1,25.0
Knäckemacka fullkorn råg olika fyllningar,471,12.6,45.9,24.5
Falafel kikärtskroketter frysvara,231,8.1,21.2,11.3
Pytt i panna m. sojaprotein veg.,127,5.6,16.3,3.6
Korv veg. soja- och veteprotein kylvara el. frysvara typ grillkorv,120,15.3,8.7,1.6
Soja- och veteprotein bullar kylvara el. frysvara,179,16.7,9.0,7.3
Sojaprotein färs kylvara el. frysvara,167,15.2,4.8,8.6
Veteprotein grytbitar,232,27.4,9.9,9.1
Matlagningsbas m. soja fett 17%,188,2.9,5.2,17.5
Bar müslibar fullkorn m. röd frukt berikad,393,8.4,77.9,4.4
Bar müslibar m. choklad berikad,398,8.1,73.2,6.5
Jordnötssås,281,6.3,8.6,24.2
Coleslaw hemlagad,88,0.9,6.9,5.9
Löksås m. grädde,151,1.5,11.1,11.1
Nudlar äggnudlar kokta m. salt,130,4.8,23.5,1.4
Nässlor stuvade,62,4.1,2.3,3.7
Kantarell stuvad,169,3.5,6.0,14.3
Gryta ratatouille veg.,52,1.0,5.9,2.3
Potatisgratäng m. matlagningsgrädde ost hemlagad,143,4.8,13.4,7.4
Sjömansbiff,97,6.8,10.4,2.8
Gryta kreolsk gryta,175,10.7,4.8,12.5
Flygande Jakob kyckling m. bacon jordnötter banan,156,13.9,6.3,8.2
Korv prinskorv stekt kött 61%,283,10.6,4.0,25.4
Skinkröra kall,143,7.7,3.0,11.2
Hamburgare blandfärs stekt,260,22.3,0.0,19.2
Köttfärssås blandfärs,97,6.0,4.7,5.9
Nöt färs stekt m. salt fett 10%,225,25.0,0.0,14.0
Nöt el. gris kött stekt,171,23.5,0.0,8.6
Carbonara pastasås,286,18.4,0.7,23.6
Skagenröra hemlagad,163,12.7,1.9,11.7
Fisksoppa m. rotfrukter,74,6.4,4.0,3.2
Havregrynsgröt fullkorn fiberhavregryn,68,1.8,11.2,1.3
Havregrynsgröt kokt m. mjölk,89,4.1,12.3,2.3
Nudlar glasnudlar kokta m. salt,134,0.1,32.9,0.0
Gröt,69,2.0,11.5,1.4
Pannkaka m. sojadryck,158,5.9,16.6,7.3
Paj m. broccoli skinka,206,7.8,12.4,13.7
Pizza m. kebabkött hemlagad,168,6.3,18.5,7.3
Pizza Hawaii m. skinka ananas restaurang,300,16.1,20.7,16.3
Ostsås m. skinka hemlagad,144,10.3,6.0,8.8
Tzatziki,76,2.4,4.2,5.5
Ris à la malta m. lättmjölk mellangrädde fett 27%,115,3.0,16.2,4.1
Rödkålssallad m. äpple,81,0.5,18.3,0.1
Champinjon stekt u. fett,35,3.1,3.5,0.3
Palsternacka kokt m. salt,71,1.7,12.5,0.6
Gratängsås m. ost hemlagad,138,5.9,6.5,9.9
Fänkål kokt m. salt,28,2.8,1.8,0.4
Kroppkakor el. potatispalt m. fläsk hemlagad,156,4.6,19.7,6.1
Currysås m. lätt crème fraiche hemlagad,88,1.1,5.3,6.8
Korv stroganoff mager korv fett 15% grädde fett 15%,186,7.2,6.3,14.7
Ostkaka fett 7%,172,10.4,16.6,7.0
Rapsolja,884,0.0,0.0,100.0
Matfettsblandning fett 75% berikad typ Bregott,667,0.5,0.5,75.0
Lättmargarin fett 40% berikad typ Lätta,368,0.5,3.0,40.0
Äggröra,189,11.9,1.0,15.5
Ägg kokt,137,12.2,0.4,9.7
Aloe vera juice naturell,3,0.0,0.5,0.1
Aloe vera juice m. grönt te,30,0.0,6.5,0.4
Aloe vera-dryck m. tranbär äpple,39,0.0,9.1,0.2
Aloe vera-dryck naturell,19,0.0,4.4,0.1
Toscaglasyr,530,8.9,30.5,40.5
Pasta makaroner spagetti okokt glutenfri,362,7.3,77.6,1.3
Pasta fusilli lasagneplattor okokt glutenfri,361,7.4,76.9,1.4
Pepparkaka glutenfri,460,1.5,75.6,16.2
Kex digestive fullkorn glutenfri,462,1.9,75.3,16.1
"Hårt bröd glutenfritt fibrer ca 7,5% berikad typ grovknäcke",372,2.9,79.9,2.3
Pasta tagliatelle m. ägg okokt glutenfri,384,2.6,82.1,4.5
Pasta okokt majs 100% glutenfri,366,6.9,77.7,1.8
Bearnaisesås fett 8%,112,2.3,7.7,8.0
Klassisk gräddsås fett 6%,88,2.0,7.1,5.8
Ostsås fett 8%,118,4.7,7.9,7.6
Bearnaisesås fett ca 40%,342,1.0,5.9,35.5
"Rödvinssås fett 1,5%",65,1.2,12.1,1.2
Kebabsås vit fett 30%,300,1.7,5.0,30.8
"Svampsås fett 8,5%",119,2.7,7.6,8.7
Korv varmkorv mager fett 7%,170,12.0,7.6,9.9
Korv chorizo mager fett 9%,160,14.4,4.8,9.0
Korv middagskorv fett ca 9% kött ca 55 %,131,10.1,6.0,7.0
Påläggskorv salami mager,174,24.4,1.1,8.0
"Fruktyoghurt lättsockrad fett 0,2% berikad",64,3.6,11.5,0.3
"Fruktyoghurt lättsockrad laktosreducerad fett 0,1% berikad",64,3.9,11.2,0.3
Mintplattor m. mörkchokladöverdrag,448,3.7,69.0,16.3
Ost mozzarella fett 18%,214,15.6,0.8,16.6
Ingefära färsk,29,0.9,4.6,0.3
Kebabkött restaurang,302,18.7,4.9,22.9
Fruktdryck nypon blåbär berikad,48,0.8,10.6,0.1
Energidryck berikad,39,0.0,9.6,0.0
Öl alkoholfri,15,0.4,3.1,0.0
Flytande margarin mjölkfri fett 80% berikad typ Carlshamn,707,0.0,0.0,80.0
Bordsmargarin mjölkfri fett 70% berikad typ Carlshamn,619,0.0,0.0,70.0
Hushållsmargarin mjölkfri fett 80% berikad typ Carlshamn,707,0.0,0.0,80.0
Lamm rygg el. hals kokt m. salt,217,21.6,0.0,14.6
Tilapia rå,87,17.9,0.0,1.6
Lättmargarin fett 28% berikad typ Mini Lätta,272,2.0,4.0,28.0
Flytande margarin fett 79% berikad typ Becel,727,0.0,0.5,82.0
Ris basmati okokt,359,9.2,76.7,1.0
Ris jasmin okokt,354,7.5,78.2,0.7
Ris råris långkornigt okokt fullkorn,365,9.4,71.9,3.0
Ris grötris snabb okokt,364,6.4,81.3,0.6
Ris långkornigt okokt,352,7.8,76.9,0.7
Ris långkornigt parboiled okokt,362,7.7,78.0,1.2
Ris snabbris okokt salt 1%,361,7.9,79.7,0.2
Ris snabbris okokt,365,8.5,78.5,0.7
Ris grötris rundkornigt okokt,361,6.4,80.2,0.8
Bordsmargarin fett 70% berikad typ Becel Gold,623,0.4,0.5,70.0
Blandfärs rå nöt 70% gris 30%,201,18.8,0.0,14.1
Blandfärs rå nöt 50% gris 50% ,213,18.0,0.0,15.8
Kebab m. bröd sallad sås,216,7.8,18.8,12.0
Kebabtallrik m. pommes frites,254,6.4,19.2,16.6
Korv m. mos ketchup senap bostongurka,105,2.9,12.3,4.6
Korv m. bröd ketchup senap,259,8.5,22.4,14.7
Hamburgare dubbel m. bröd ost inlagd gurka tillagad på restaurang,260,16.8,16.3,13.9
Hamburgare 90 g m. bröd tillbehör tillagad på restaurang,249,11.9,17.5,14.4
Hamburgare m. bröd ost tillagad på restaurang,259,14.2,22.9,11.8
Ris basmati kokt m. salt,121,3.1,25.9,0.3
Ris jasmin kokt m. salt,113,2.4,25.0,0.2
Ris långkornigt kokt m. salt,113,2.5,24.6,0.2
Ris långkornigt parboiled kokt m. salt,129,2.8,27.9,0.4
Ris råris långkornigt kokt m. salt fullkorn,138,3.6,27.3,1.1
Ris snabbris kokt salt 1%,103,2.3,22.8,0.1
Ris snabbris kokt m. salt,111,2.6,24.0,0.2
Pasta tagliatelle m. ägg kokt m. salt glutenfri,159,1.1,34.0,1.9
Pasta makaroner spagetti kokt m. salt glutenfri,153,3.1,32.8,0.5
Pasta kokt m. salt majs 100% glutenfri,155,2.9,33.0,0.8
Lasagne blandfärs,129,6.6,11.5,6.1
Gröna ärtor kokta m. salt frysvara,69,5.2,8.9,0.4
Gryta kalops älg,69,8.2,3.6,2.2
Älg högrev rå,113,22.5,0.2,2.3
Älg ryggbiff rå,106,23.6,0.0,1.1
Tacoskal,481,5.5,59.9,23.5
Romansallat,16,1.9,0.9,0.2
Ruccolasallat,21,3.6,0.0,0.4
Okra kokt u. salt,25,1.8,2.5,0.2
Blomkål stekt el. wokad,71,2.5,3.4,4.8
Broccoli stekt el. wokad,91,5.5,3.0,5.2
Morot stekt el. wokad,103,0.9,8.3,6.9
Paprika stekt el. wokad ,78,0.7,5.1,5.8
Purjolök stekt el. wokad,79,2.1,5.3,4.7
Rotselleri stekt el. wokad,81,1.3,5.7,5.1
Blandfärs stekt tacokryddad,215,17.6,2.6,14.9
Sojaprotein färs stekt tacokryddad,212,17.9,11.7,9.0
Potatisgratäng kylvara,115,2.0,10.5,6.8
Ugnsrostade grönsaker rotfrukter,61,1.1,6.7,2.7
Kyckling färs stekt tacokryddad,146,20.6,2.7,5.6
Rismål m. sylt,129,2.9,21.6,3.3
Rismål m. sylt u. socker m. sötningsmedel ,95,3.2,13.1,3.2
Nöt innanlår stekt,130,27.8,0.0,1.9
Älgbiff stekt,124,27.6,0.0,1.3
Kycklinggryta m. grädde/crème fraiche,123,8.8,2.9,8.3
Salt u. jod,0,0.0,0.0,0.0
Blåbärspaj,320,2.9,36.1,17.7
Ost halloumi stekt eller grillad,308,23.6,2.0,23.1
Vilt färs stekt tacokryddad,130,21.0,2.5,3.8
Lamm färs stekt tacokryddad,251,16.1,2.6,19.6
Fiskgratäng m. grönsaker,89,8.5,3.1,4.5
Gräddsås,253,2.2,8.3,23.8
Skaldjurssås,106,6.4,4.2,7.1
Dressing hamburgerdressing,542,1.3,10.1,56.0
Gulaschsoppa,62,4.5,5.2,2.3
Fisksoppa skaldjurssoppa u. vin,51,5.8,2.8,1.6
Sill inlagd m. gräddfilssås,290,5.3,15.6,23.2
Sill inlagd m. senapssås,239,5.2,14.5,18.0
Hummus kikärtsröra,306,5.8,8.5,26.5
Muffins hembakad,347,3.9,44.0,17.0
Chokladmuffins hembakad,416,4.8,58.5,17.5
Chilinötter,516,16.6,36.5,32.3
Pinjefrö,697,14.8,8.9,66.8
Bulgur kokt m. salt,128,4.5,24.7,0.5
Korv ren rå,252,17.2,4.0,18.8
Korv lamm rå,255,15.9,4.8,19.3
"Kvarg naturell fett 0,2%",64,10.0,5.2,0.2
Brödkrutonger ,415,11.9,73.5,6.6
Älg färs rå,106,22.6,0.0,1.6
Älg ytterlår,108,22.1,1.5,1.3
Chips potatis naturell,506,5.6,55.6,27.9
Linfröolja,884,0.0,0.0,100.0
Frukostflingor havre fullkorn typ Havrefras,385,12.0,61.8,6.9
Barnmat klämmis m. yoghurt banan jordgubb konserv.,78,1.7,14.4,1.1
Sill inlagd olika smaker,245,9.8,20.0,14.0
Quinoa röd kokt m. salt,140,4.4,21.7,2.4
Bananchips ,506,1.9,59.1,28.1
Bulgur kokt u. salt fullkorn,113,4.1,20.7,0.6
Äppelkaka hembakad typ Fyriskaka,297,3.0,38.0,14.5
Kladdkaka,413,4.7,58.7,17.1
Kyckling bröstfilé kokt u. skinn,156,34.6,0.0,1.8
Fläsk färs stekt tacokryddad,221,15.9,2.6,16.3
Nöt färs stekt tacokryddad,200,18.8,2.6,12.7
Fläsk färs stekt m. salt fett 15%,250,21.1,0.0,18.5
Lamm färs stekt m. salt,286,21.1,0.0,22.7
Älg färs stekt m. salt,129,27.6,0.0,1.9
Svampprotein färs stekt tacokryddad,155,17.9,5.7,5.2
Sojadryck berikad,37,2.6,3.2,1.5
Lasagne m. sojafärs,133,7.0,12.3,5.8
Couscous kokt m. salt fullkorn,144,4.7,27.0,0.9
Pasta kokt m. salt,139,4.6,27.5,0.6
Vita bönor torkade kokta m. salt,112,8.8,11.0,0.9
Stora vita bönor konserv. u. lag,107,6.9,14.6,0.8
Kikärtor torkade kokta m. salt,133,8.1,12.6,2.9
Sötpotatis rå,71,1.6,12.9,0.4
Dinkelmjöl fullkorn,353,11.9,63.5,3.3
Bröd rågsikt fibrer ca 7%,233,6.8,41.8,2.8
Bröd vitt fibrer ca 5% typ formfranska,249,8.6,44.0,3.0
Hårt bröd fullkorn råg fibrer ca 19% typ Rågi,338,8.8,61.8,1.7
Bröd fullkorn vete råg fibrer ca 6%,256,7.4,42.6,4.0
Bröd vitt fibrer ca 5% typ limpa,261,7.5,47.7,2.8
Bröd fullkorn råg fibrer ca 7%,226,9.3,38.3,2.3
Korvbröd grovt,264,9.3,42.4,4.9
Lax odlad Norge fjordlax rå över disk,203,20.0,0.7,13.4
Kikärtor konserv. u. lag,128,7.5,15.7,2.5
Kidneybönor röda bönor konserv. u. lag,110,8.8,13.4,0.7
Svarta bönor konserv. u. lag,111,8.1,13.8,1.0
Hamburgerbröd,290,8.0,47.0,6.8
Bröd vitt mjölk fibrer ca 4% typ tekaka,285,8.1,51.2,4.1
Bruna bönor rullpack kylvara,95,4.4,15.0,0.5
Gröna linser torkade kokta m. salt,127,9.4,15.9,0.7
Röda linser torkade kokta m. salt,125,10.6,14.6,0.6
Röda linser konserv. u. lag,89,6.9,11.9,0.5
Gröna linser konserv. u. lag,92,6.2,13.1,0.6
Hamburgerbröd grovt,263,7.5,43.0,5.0
Pasta kokt m. salt fullkorn>50%,161,5.8,29.9,1.0
Ägg rått eko.,141,12.4,0.4,10.1
Äggula rå eko.,327,16.2,0.6,29.2
Dinkel speltvete kokt m. salt,135,4.6,24.4,1.3
Muffins m. frukt bär,352,4.0,45.0,17.0
Kycklingröra hemlagad,85,10.3,3.6,3.0
Smoothie m. frukt bär u. mjölk,51,0.7,11.0,0.2
Råkostsallad m. morot äpple paprika purjolök,37,0.6,7.2,0.2
Rödbetssallad kylvara,256,1.3,11.7,22.8
Skagenröra m. majonnäs kylvara,405,5.4,6.8,40.1
Mördegskaka,503,4.6,46.9,32.8
Huvudsallat,16,0.9,1.2,0.6
Majskrokar,410,8.9,84.2,3.6
Wasabi pasta,280,2.2,40.0,10.9
Frukt torkad m. socker,338,0.0,81.3,0.0
Tranbär torkade,309,0.0,72.1,0.6
Mâchesallat,19,2.6,0.8,0.2
Hampafröolja,883,0.0,0.0,99.9
Hushållsmargarin mjölkfri fett 80% berikad typ Milda,707,0.0,0.0,80.0
Lättmargarin fett 40% berikad typ Coop,358,0.5,0.5,40.0
Bordsmargarin fett 60% berikad typ Ica Basic,535,0.5,0.5,60.0
Hushållsmargarin fett 80% berikad typ ICA,710,0.2,0.3,80.0
Nudlar kokta m. kryddor,102,2.4,11.8,4.3
Potatis Hasselbackspotatis bakad,164,2.5,22.0,6.6
Palmolja,884,0.0,0.0,100.0
Ägg stekt eko.,198,13.5,0.4,16.1
Ägg kokt eko.,141,12.4,0.4,10.1
Crème fraichesås m. örtkryddor,169,3.0,4.4,15.6
Majskolv stekt grillad,117,3.9,20.3,1.2
Färs stekt m. salt,226,22.5,0.0,15.2
Pangasiusmal rå,63,13.1,0.0,1.1
Kokosbaserad bit berikad som alternativ till ost,265,0.0,18.1,21.0
Potatis Solist rå,63,1.0,13.6,0.1
Potatis Swift rå,53,1.1,11.0,0.1
Potatis Solist kokt m. salt,77,1.4,16.4,0.1
Potatis Swift kokt m. salt,62,1.5,12.5,0.1
Potatis Asterix rå,74,1.8,14.7,0.1
Nudlar risnudlar okokta,360,3.4,83.2,0.6
Nudlar risnudlar kokta,108,0.9,24.9,0.2
Havtorn,65,1.5,5.7,3.2
Potatis rå,79,1.7,16.4,0.1
Potatis kokt m. salt,83,1.8,17.5,0.1
Grönkålssallad,129,1.9,11.4,7.9
Kålrotslåda,105,1.9,9.0,6.2
Potatis färsk kokt m. salt,71,1.4,14.8,0.1
Potatis färsk rå,59,1.1,12.5,0.1
Potatis Inova rå,66,1.9,13.1,0.1
Potatis King Edward rå,83,1.8,17.7,0.1
Potatis mandelpotatis rå,89,2.2,18.1,0.1
Potatis kokt m. salt tillagad i storhushåll,76,1.7,15.8,0.1
Potatis Asterix kokt m. salt,81,1.9,16.7,0.1
Potatis Inova kokt m. salt,74,1.8,15.2,0.1
Potatis King Edward kokt m. salt,84,1.8,17.8,0.1
Potatis mandelpotatis kokt m. salt,101,2.4,21.1,0.1
Gratäng broccoligratäng m. cottage cheese tomat veg.,92,9.2,2.4,4.8
Gris färs rå fett 15%,202,16.8,0.0,15.1
Hoki rå,72,16.6,0.0,0.5
Aronia slånaronia,48,0.7,8.3,0.1
Vinbär vita,54,1.4,9.5,0.2
Ris rundkornigt kokt m. salt,129,2.3,28.6,0.3
Pilgrimsmussla,43,9.5,0.0,0.5
Laxbullar tillagade m. sås,114,5.2,7.2,7.2
Fiskpinnar ugnsstekta,207,12.3,19.0,9.1
Skarpsill,152,17.6,0.0,9.0
Sill inlagd u. lag,235,9.8,21.9,12.0
Sill höstsill inlagd u. lag,247,11.7,23.1,12.0
Sill inlagd senapssill u. sås,251,7.8,15.2,17.8
Kapkummel rå,73,16.6,0.0,0.6
Guldsparid rå,177,18.9,0.0,11.4
Havsabborre rå,134,19.5,0.0,6.2
Alaska pollock rå,76,17.6,0.0,0.5
Guldsparid grillad m. salt,191,20.4,0.0,12.3
Havsabborre grillad m. salt,146,21.2,0.0,6.7
Olivolja extra jungfruolja,884,0.0,0.0,100.0
Rapsolja kallpressad,884,0.0,0.0,100.0
Flytande matfettsblandning fett 80% berikad typ Arla smör- och rapsolja,711,0.5,0.3,80.0
Matfettsblandning fett 43% berikad typ Bregott mindre,403,0.5,5.0,43.0
Pastasås m. tonfisk curry,80,7.9,3.6,3.6
Tomat körsbärstomat röd,25,0.8,4.4,0.1
Tomat torkad m. olja avrunnen,167,9.4,23.3,1.5
Broccoli kokt u. salt frysvara,26,2.4,2.0,0.3
